,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
20720,2013-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,1.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20722,2013-09-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,4.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20724,2013-09-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,7.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20726,2013-09-19,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50.0, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20728,2013-09-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79.0, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20730,2013-09-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,9.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20732,2013-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63.0, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9.0,7.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20734,2013-09-19,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,13.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20736,2013-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,10.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20738,2013-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,8.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20740,2013-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,16.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20742,2013-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,10.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20744,2013-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20746,2013-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,8.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20748,2013-09-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20750,2013-09-19,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,15.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20752,2013-09-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,1.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20754,2013-09-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20756,2013-09-19,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20758,2013-09-19,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20760,2013-09-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20762,2013-09-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8.0,15.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20764,2013-09-19,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,10.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20766,2013-09-19,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20768,2013-09-19,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,11.0,1.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20770,2013-09-19,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX PIPIENS/RESTUANS,91.0, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20772,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,1.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20774,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,7.0,1.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20776,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,27.0,1.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20778,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,33.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20780,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,17.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20782,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20784,2013-09-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20786,2013-09-19,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,1.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20788,2013-09-19,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20790,2013-09-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,5.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20792,2013-09-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,7.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20794,2013-09-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,20.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20796,2013-09-19,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,3.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20798,2013-09-19,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,8.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20800,2013-09-19,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9.0,9.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20802,2013-09-19,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20804,2013-09-19,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20806,2013-09-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,32.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20808,2013-09-19,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,15.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20810,2013-09-19,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,19.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20812,2013-09-19,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX PIPIENS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,1.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20814,2013-09-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,58.0, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8.0,7.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20816,2013-09-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS,58.0, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20818,2013-09-19,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9.0,4.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20820,2013-09-19,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,71.0, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9.0,21.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20822,2013-09-19,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42.0, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8.0,15.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20824,2013-09-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62.0, N MCCLELLAN AVE,T236,"6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20826,2013-09-19,"2100 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,21.0, N CANNON DR,T054C,"2100  N CANNON DR, Chicago, IL",41.925652,-87.63359,8.0,2.0,0.0,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
20828,2013-09-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20830,2013-09-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20832,2013-09-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20834,2013-09-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,7.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20836,2013-09-26,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20838,2013-09-26,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20840,2013-09-26,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,17.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20842,2013-09-26,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,12.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20844,2013-09-26,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,21.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20846,2013-09-26,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20848,2013-09-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,7.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20850,2013-09-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20852,2013-09-26,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20854,2013-09-26,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20856,2013-09-26,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20858,2013-09-26,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20860,2013-09-26,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20862,2013-09-26,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20864,2013-09-26,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20866,2013-09-26,"Chicago, IL, USA",CULEX PIPIENS,43.0, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20868,2013-09-26,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
